"binomial","body_mass_median","litter_clutch_size","hab_breadth","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto"
"Aimophila rufescens",34.1125,2.45,4,6,0,0,0,0,0,0,0,4,0
"Aimophila ruficeps",18.72,3.725,3,5,0,0,0,0,0,0,0,5,0
"Aix galericulata",563.52,10.5,4,2,0,0,1,0,0,0,0,4,3
"Aix sponsa",657.545,11.8,4,0,0,0,0,0,0,0,0,5,5
"Akodon aerosus",59.99,5,4,8,0,0,0,0,0,0,0,0,2
"Akodon affinis",24.89,NA,2,8,0,0,0,0,0,0,0,0,2
"Akodon albiventer",25.95,NA,3,8,0,0,0,0,0,0,0,0,2
"Akodon aliquantulus",26.725,4.18,1,7,0,0,0,0,0,0,0,0,3
"Akodon azarae",25,4.455,2,8,0,0,0,0,0,0,0,0,2
"Akodon bogotensis",12.99,NA,NA,8,0,0,0,0,0,0,0,0,2
"Akodon boliviensis",27.5,4.52,2,8,0,0,0,0,0,0,0,0,2
"Akodon budini",26.9,NA,1,8,0,0,0,0,0,0,0,0,2
"Akodon cursor",39.84,3,1,8,0,0,0,0,0,0,0,0,2
"Akodon dayi",32.5,3,1,8,0,0,0,0,0,0,0,0,2
"Akodon dolores",50.49,3.89,1,8,0,0,0,0,0,0,0,0,2
"Akodon fumeus",22.7,NA,3,8,0,0,0,0,0,0,0,0,2
"Akodon iniscatus",28.7,NA,4,8,0,0,0,0,0,0,0,0,2
"Akodon juninensis",38.99,NA,3,8,0,0,0,0,0,0,0,0,2
"Akodon kofordi",29.49,NA,3,8,0,0,0,0,0,0,0,0,2
"Akodon latebricola",38.99,NA,NA,8,0,0,0,0,0,0,0,0,2
"Akodon leucolimnaeus",27.5,4.18,1,7,0,0,0,0,0,0,0,0,3
"Akodon lindberghi",26.4,NA,1,8,0,0,0,0,0,0,0,0,2
"Akodon lutescens",20.69,NA,6,8,0,0,0,0,0,0,0,0,2
"Akodon mimus",23.99,NA,4,8,0,0,0,0,0,0,0,0,2
"Akodon molinae",33,3.77,4,8,0,0,0,0,0,0,0,0,2
"Akodon mollis",30.39,NA,5,8,0,0,0,0,0,0,0,0,2
"Akodon montensis",34.65,3,2,7,0,0,0,0,0,0,0,0,3
"Akodon mystax",28.3,NA,2,7,0,0,0,0,0,0,0,0,3
"Akodon neocenus",42.39,3,2,8,0,0,0,0,0,0,0,0,2
"Akodon oenos",32.51675676,3,2,7,0,0,0,0,0,0,0,0,3
"Akodon orophilus",38.99,NA,5,8,0,0,0,0,0,0,0,0,2
"Akodon paranaensis",31.32,NA,2,7,0,0,0,0,0,0,0,0,3
"Akodon pervalens",32.51675676,3,2,7,0,0,0,0,0,0,0,0,3
"Akodon philipmyersi",23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akodon reigi",31.32,NA,1,7,0,0,0,0,0,0,0,0,3
"Akodon sanctipaulensis",27.1,NA,NA,8,0,0,0,0,0,0,0,0,2
"Akodon serrensis",28.3,NA,1,8,0,0,0,0,0,0,0,0,2
"Akodon siberiae",34.6,NA,1,8,0,0,0,0,0,0,0,0,2
"Akodon simulator",42.5,3,3,8,0,0,0,0,0,0,0,0,2
"Akodon spegazzinii",28.6,4.18,3,8,0,0,0,0,0,0,0,0,2
"Akodon subfuscus",30.39,4.18,3,8,0,0,0,0,0,0,0,0,2
"Akodon surdus",38.99,NA,1,8,0,0,0,0,0,0,0,0,2
"Akodon sylvanus",38.99,3,2,8,0,0,0,0,0,0,0,0,2
"Akodon toba",51.2,3,1,8,0,0,0,0,0,0,0,0,2
"Akodon torques",38.99,NA,4,8,0,0,0,0,0,0,0,0,2
"Akodon varius",40,3,2,8,0,0,0,0,0,0,0,0,2
"Alaemon alaudipes",41.6725,2.69,3,7,0,1,0,0,0,0,0,1,1
"Alaemon hamertoni",40.5,NA,1,10,0,0,0,0,0,0,0,0,0
"Alauda arvensis",37.405,3.43,13,4,0,0,0,0,0,0,0,4,2
"Alauda gulgula",26.3,NA,8,5,0,0,0,0,0,0,0,5,0
"Alauda japonica",31.75,NA,NA,4,0,0,0,0,0,0,0,4,2
"Alauda razae",21.95,3,3,5,0,1,0,0,0,0,0,3,1
"Alca torda",722.995,1,12,2,0,0,8,0,0,0,0,0,0
"Alcedo atthis",31.245,6.5,14,3,0,0,7,0,0,0,0,0,0
"Alcedo coerulescens",27.59,NA,8,6,0,0,4,0,0,0,0,0,0
"Alcedo euryzona",42.99,NA,4,3,0,1,6,0,0,0,0,0,0
"Alcedo hercules",27.59,NA,2,1,0,0,9,0,0,0,0,0,0
"Alcedo meninting",19.985,NA,6,4,0,0,6,0,0,0,0,0,0
"Alcedo peninsulae",32.5657142857143,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alcedo quadribrachys",34.9,5.5,18,2,0,0,8,0,0,0,0,0,0
"Alcedo semitorquata",43.66,3.5,10,3,0,1,6,0,0,0,0,0,0
"Alcelaphus buselaphus",160937.9,1,8,0,0,0,0,0,0,0,0,0,10
"Alces alces",356998.16,1.27,4,0,0,0,0,0,0,0,0,0,10
"Alces americanus",541460.4,1.135,NA,0,0,0,0,0,0,0,0,0,10
"Alcippe brunnea",17.465,NA,NA,7,0,0,0,0,0,0,0,3,0
"Alcippe brunneicauda",14.3,NA,3,8,0,0,0,0,0,2,0,0,0
"Alcippe castaneceps",13.25,NA,NA,9,0,0,0,0,0,0,1,0,0
"Alcippe chrysotis",5.5,NA,NA,4,0,0,0,0,0,3,0,3,0
"Alcippe cinerea",11,NA,NA,10,0,0,0,0,0,0,0,0,0
"Alcippe cinereiceps",10,NA,NA,10,0,0,0,0,0,0,0,0,0
"Alcippe danisi",13.16,NA,NA,8,0,0,0,0,0,0,0,2,0
"Alcippe dubia",15.33,NA,NA,8,0,0,0,0,0,0,0,2,0
"Alcippe formosana",10,NA,NA,10,0,0,0,0,0,0,0,0,0
"Alcippe grotei",14.525,NA,2,10,0,0,0,0,0,0,0,0,0
"Alcippe klossi",13.25,NA,NA,9,0,0,0,0,0,0,1,0,0
"Alcippe ludlowi",10.5,NA,NA,10,0,0,0,0,0,0,0,0,0
"Alcippe manipurensis",10,NA,NA,10,0,0,0,0,0,0,0,0,0
"Alcippe morrisonia",15.18,NA,3,6,0,0,0,0,0,2,0,2,0
"Alcippe nipalensis",15.8,3.5,3,4,0,0,0,0,0,3,3,0,0
"Alcippe peracensis",14.525,NA,1,10,0,0,0,0,0,0,0,0,0
"Alcippe poioicephala",20.6,NA,5,8,0,0,0,0,0,0,2,0,0
"Alcippe pyrrhoptera",13.16,NA,2,10,0,0,0,0,0,0,0,0,0
"Alcippe ruficapilla",13.16,NA,NA,8,0,0,0,0,0,0,0,2,0
"Alcippe rufogularis",13.16,NA,NA,10,0,0,0,0,0,0,0,0,0
"Alcippe striaticollis",13.16,NA,NA,7,0,0,0,0,0,0,0,0,3
"Alcippe variegaticeps",13.16,NA,NA,10,0,0,0,0,0,0,0,0,0
"Alcippe vinipectus",11.95,NA,NA,8,0,0,0,0,0,1,0,1,0
"Aleadryas rufinucha",40.5,NA,2,9,0,0,0,0,0,1,0,0,0
"Alectoris barbara",417.415,12,4,1,0,0,0,0,0,2,0,2,5
"Alectoris chukar",518.8,11.25,2,2,0,0,0,0,0,0,0,1,7
"Alectoris graeca",595.805,11,2,3,0,0,0,0,0,0,0,0,7
"Alectoris magna",559.425,11,2,1,0,0,0,0,0,0,0,2,7
"Alectoris melanocephala",669.375,6.65,5,3,0,0,0,0,0,0,0,3,4
"Alectoris philbyi",441,6.3,3,3,0,0,0,0,0,0,0,3,4
"Alectoris rufa",521.93,12,5,1,0,0,0,0,0,1,0,2,6
"Alectroenas madagascariensis",170.125,1,5,0,0,0,0,0,0,10,0,0,0
"Alectroenas pulcherrimus",165,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alectroenas sganzini",158.25,NA,3,0,0,0,0,0,0,10,0,0,0
"Alectrurus risora",25,3,4,10,0,0,0,0,0,0,0,0,0
"Alectrurus tricolor",16,NA,3,10,0,0,0,0,0,0,0,0,0
"Alectura lathami",2331.53,14.78,4,2,0,0,0,0,0,2,0,2,4
"Alethe castanea",32.45,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alethe choloensis",41.3,NA,NA,10,0,0,0,0,0,0,0,0,0
"Alethe diademata",31.72,2,1,8,0,2,0,0,0,0,0,0,0
"Alethe fuelleborni",52,NA,NA,10,0,0,0,0,0,0,0,0,0
"Alethe poliocephala",32.37,NA,NA,8,0,2,0,0,0,0,0,0,0
"Alethe poliophrys",35.2,NA,NA,10,0,0,0,0,0,0,0,0,0
"Alionycteris paucidentata",16.24,NA,1,0,0,0,0,0,0,10,0,0,0
"Alipiopsitta xanthops",246.135,NA,2,0,0,0,0,0,0,5,0,5,0
"Alisterus amboinensis",153.25,2,3,0,0,0,0,0,0,4,0,3,3
"Alisterus chloropterus",156,3,2,0,0,0,0,0,0,5,0,5,0
"Alisterus scapularis",232.38,4.35,9,0,0,0,0,0,0,3,1,3,3
"Allactaga balikunica",82.79,2.52,2,2,0,0,0,0,0,0,0,5,3
"Allactaga bullata",80.925,2.52,2,2,0,0,0,0,0,0,0,5,3
"Allactaga elater",59,4.485,2,2,0,0,0,0,0,0,0,5,3
"Allactaga euphratica",232,4.995,2,2,0,0,0,0,0,0,0,5,3
"Allactaga firouzi",103.29322695,NA,2,2,0,0,0,0,0,0,0,5,3
"Allactaga hotsoni",76.5,NA,4,2,0,0,0,0,0,0,0,5,3
"Allactaga major",350,3.6175,2,2,0,0,0,0,0,0,0,5,3
"Allactaga severtzovi",159,3.93,NA,2,0,0,0,0,0,0,0,5,3
"Allactaga sibirica",97.5,3.44,2,7,0,0,0,0,0,0,0,0,3
"Allactaga tetradactyla",52,NA,2,2,0,0,0,0,0,0,0,5,3
"Allactaga vinogradovi",61.83099239,4.5,1,2,0,0,0,0,0,0,0,5,3
"Allactaga williamsi",116.74,5,1,2,0,0,0,0,0,0,0,5,3
"Allactodipus bobrinskii",65.15,5.15,1,2,0,0,0,0,0,1,0,4,3
"Alle alle",170.365,1,12,10,0,0,0,0,0,0,0,0,0
"Allenopithecus nigroviridis",4749.96,1.005,2,5,0,0,0,0,0,5,0,0,0
"Allocebus trichotis",78.09,1,2,0,0,0,0,0,0,5,0,0,5
"Allocricetulus curtatus",47.83,5.19,1,2,0,0,0,0,0,1,0,4,3
"Allocricetulus eversmanni",115.559,4.99,5,2,0,0,0,0,0,1,0,4,3
"Alopecoenas beccarii",65.4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alopecoenas canifrons",145.32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alopecoenas erythropterus",113.5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alopecoenas hoedtii",145.32,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alopecoenas jobiensis",136,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alopecoenas johannae",145.32,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alopecoenas kubaryi",145.32,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alopecoenas rubescens",60,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alopecoenas sanctaecrucis",145.32,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alopecoenas stairi",171,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alopecoenas xanthonurus",111.8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alophoixus affinis",40.5,NA,NA,4,0,0,0,0,0,6,0,0,0
"Alophoixus bres",35.83,2,4,5,0,0,0,0,0,5,0,0,0
"Alophoixus finschii",24.1625,NA,3,5,0,0,0,0,0,5,0,0,0
"Alophoixus flaveolus",47.025,3.5,4,2,0,0,0,0,0,8,0,0,0
"Alophoixus ochraceus",41.9375,2,2,10,0,0,0,0,0,0,0,0,0
"Alophoixus pallidus",46.125,NA,2,2,0,0,0,0,0,7,1,0,0
"Alophoixus phaeocephalus",32,2,3,5,0,0,0,0,0,5,0,0,0
"Alopochelidon fucata",13.98,4.5,6,10,0,0,0,0,0,0,0,0,0
"Alopochen aegyptiaca",1886.5,8.484375,4,1,0,0,0,0,0,0,0,0,9
"Alouatta arctoidea",6361.288889,1.31,3,0,0,0,0,0,0,4,0,0,6
"Alouatta belzebul",6157.91,NA,3,0,0,0,0,0,0,4,0,0,6
"Alouatta caraya",5576.96,1.005,4,0,0,0,0,0,0,4,0,0,6
"Alouatta discolor",6361.288889,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alouatta guariba",5188.33,NA,5,0,0,0,0,0,0,4,0,0,6
"Alouatta juara",6361.288889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alouatta macconnelli",6398.31,1.2,4,0,0,0,0,0,0,4,0,0,6
"Alouatta nigerrima",6320,NA,3,0,0,0,0,0,0,4,0,0,6
"Alouatta palliata",6576.99,1.01,4,0,0,0,0,0,0,4,0,0,6
"Alouatta pigra",7172.06,1.0075,4,0,0,0,0,0,0,4,0,0,6
"Alouatta puruensis",6361.288889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alouatta sara",6611.04,1.2,3,0,0,0,0,0,0,4,0,0,6
"Alouatta ululata",6361.288889,NA,2,0,0,0,0,0,0,4,0,0,6
"Alticola albicaudus",38.37065301,NA,2,0,0,0,0,0,0,0,0,0,10
"Alticola argentatus",37.69,4.5025,3,0,0,0,0,0,0,0,0,0,10
"Alticola barakshin",39.92930602,NA,2,0,0,0,0,0,0,0,0,0,10
"Alticola lemminus",39.90930602,NA,1,0,0,0,0,0,0,0,0,0,10
"Alticola macrotis",36,NA,1,0,0,0,0,0,0,0,0,0,10
"Alticola montosa",36,4.87,2,0,0,0,0,0,0,0,0,0,10
"Alticola olchonensis",37.69,4.435,1,0,0,0,0,0,0,0,0,0,10
"Alticola roylei",37,5.155,3,0,0,0,0,0,0,0,0,0,10
"Alticola semicanus",36,4.87,2,0,0,0,0,0,0,0,0,0,10
"Alticola stoliczkanus",30.14,7.77,4,0,0,0,0,0,0,0,0,0,10
"Alticola strelzowi",49.995,7.1,1,0,0,0,0,0,0,0,0,0,10
"Alticola tuvinicus",39.78930602,NA,1,0,0,0,0,0,0,0,0,0,10
"Amadina erythrocephala",22.825,4.9,7,5,0,0,0,0,0,0,0,5,0
"Amadina fasciata",17.95,5,3,2,0,0,0,0,0,0,0,8,0
"Amalocichla incerta",32.525,1,2,10,0,0,0,0,0,0,0,0,0
"Amalocichla sclateriana",34,NA,1,10,0,0,0,0,0,0,0,0,0
"Amandava amandava",9.285,5.3,6,2,0,0,0,0,0,0,0,8,0
"Amandava formosa",8.3,NA,5,4,0,0,0,0,0,0,0,6,0
"Amandava subflava",7.495,5,5,2,0,0,0,0,0,0,0,6,2
"Amaurocichla bocagei",7,NA,NA,10,0,0,0,0,0,0,0,0,0
"Amaurolimnas concolor",133,4,3,6,0,2,0,0,0,1,0,1,0
"Amaurornis cinerea",202.683,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amaurornis isabellina",166.175,NA,4,4,0,1,1,0,0,0,0,2,2
"Amaurornis magnirostris",168.6,NA,3,4,0,1,1,0,0,0,0,2,2
"Amaurornis marginalis",202.683,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amaurornis moluccana",194.39,5.5,9,4,0,3,0,0,0,0,0,0,3
"Amaurornis olivacea",286.5,5.65,3,4,0,3,0,0,0,0,0,0,3
"Amaurornis phoenicurus",197.75,6.75,11,4,0,0,2,0,0,0,0,2,2
"Amaurospiza carrizalensis",13.225,NA,NA,3,0,0,0,0,0,0,0,3,4
"Amaurospiza concolor",13.3,2,NA,4,0,0,0,0,0,0,0,2,4
"Amaurospiza moesta",13.675,NA,2,2,0,0,0,0,0,0,0,4,4
"Amazilia amabilis",4.25,2,6,0,0,0,0,0,0,0,10,0,0
"Amazilia amazilia",4.3,2,8,1,0,0,0,0,0,0,9,0,0
"Amazilia bartletti",4.70352777778333,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazilia beryllina",4.575,2,7,1,0,0,0,0,0,0,9,0,0
"Amazilia boucardi",4.5,2,2,1,0,0,0,0,0,0,9,0,0
"Amazilia brevirostris",4.3833333335,2,7,1,0,0,0,0,0,0,9,0,0
"Amazilia candida",3.7875,2,4,1,0,0,0,0,0,0,9,0,0
"Amazilia castaneiventris",5,2,3,1,0,0,0,0,0,0,9,0,0
"Amazilia chionogaster",5.07,2,9,1,0,0,0,0,0,0,9,0,0
"Amazilia cupreicauda",4.70352777778333,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazilia cyanifrons",5,2,6,1,0,0,0,0,0,0,9,0,0
"Amazilia cyanocephala",5.225,2,6,1,0,0,0,0,0,0,9,0,0
"Amazilia cyanura",4.05,NA,7,1,0,0,0,0,0,0,9,0,0
"Amazilia decora",4.45,2,6,1,0,0,0,0,0,0,9,0,0
"Amazilia edward",4.675,2,11,1,0,0,0,0,0,0,9,0,0
"Amazilia fimbriata",4.9,2,8,1,0,0,0,0,0,0,9,0,0
"Amazilia franciae",4.975,2,4,1,0,0,0,0,0,0,9,0,0
"Amazilia grayi",4.70352777778333,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazilia humboldtii",4.70352777778333,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazilia lactea",4.8,2,6,1,0,0,0,0,0,0,9,0,0
"Amazilia leucogaster",4.675,2,8,1,0,0,0,0,0,0,9,0,0
"Amazilia luciae",4.78,2,2,1,0,0,0,0,0,0,9,0,0
"Amazilia rosenbergi",3.6375,2,2,1,0,0,0,0,0,0,9,0,0
"Amazilia rutila",5.07,2,7,1,0,0,0,0,0,0,9,0,0
"Amazilia sapphirina",4.70352777778333,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazilia saucerottei",4.5,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazilia tobaci",4.7125,2,9,1,0,0,0,0,0,0,9,0,0
"Amazilia tzacatl",4.92,2,8,1,0,0,0,0,0,0,9,0,0
"Amazilia versicolor",4.1,2,7,1,0,0,0,0,0,0,9,0,0
"Amazilia violiceps",5.1,2,7,1,0,0,0,0,0,0,9,0,0
"Amazilia viridicauda",6.025,2,3,1,0,0,0,0,0,0,9,0,0
"Amazilia viridifrons",6.075,2,5,1,0,0,0,0,0,0,9,0,0
"Amazilia viridigaster",3.845,2,7,1,0,0,0,0,0,0,9,0,0
"Amazilia wagneri",5.85,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazilia yucatanensis",3.875,2,4,1,0,0,0,0,0,0,9,0,0
"Amazona aestiva",425.5,3,4,0,0,0,0,0,0,5,0,5,0
"Amazona agilis",212.25,2.9,3,0,0,0,0,0,0,4,0,3,3
"Amazona albifrons",207.5,3.95,8,0,0,0,0,0,0,2,0,5,3
"Amazona amazonica",370,3.2,9,0,0,0,0,0,0,10,0,0,0
"Amazona arausiaca",327.37,NA,3,0,0,0,0,0,0,10,0,0,0
"Amazona auropalliata",454.55,3,4,0,0,0,0,0,0,4,0,3,3
"Amazona autumnalis",413.745,3.5,4,0,0,0,0,0,0,10,0,0,0
"Amazona barbadensis",253.275,3.1,1,0,0,0,0,0,0,4,0,3,3
"Amazona bodini",368.43379032258,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazona brasiliensis",384.635,3.75,3,1,0,0,0,0,0,4,1,2,2
"Amazona collaria",187,3.75,5,0,0,0,0,0,0,4,0,3,3
"Amazona diadema",411.49,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazona dufresniana",585.5,3,2,0,0,0,0,0,0,5,0,5,0
"Amazona farinosa",645.3975,3,2,0,0,0,0,0,0,5,0,3,2
"Amazona festiva",430,NA,2,0,0,0,0,0,0,6,0,3,1
"Amazona finschi",302,2,4,0,0,0,0,0,0,5,0,5,0
"Amazona guatemalae",368.43379032258,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazona guildingii",646,2,3,0,0,0,0,0,0,5,0,5,0
"Amazona imperialis",327.37,2,2,0,0,0,0,0,0,5,0,5,0
"Amazona kawalli",327.37,NA,1,0,0,0,0,0,0,6,0,3,1
"Amazona leucocephala",235.42,3.75,8,0,0,0,0,0,0,4,0,3,3
"Amazona lilacina",368.43379032258,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazona mercenarius",340,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazona ochrocephala",454.55,3,4,0,0,0,0,0,0,4,0,3,3
"Amazona oratrix",455.885,3,4,0,0,0,0,0,0,4,0,3,3
"Amazona pretrei",280.98,2.9,5,0,0,0,0,0,0,8,0,2,0
"Amazona rhodocorytha",492.92,3.5,2,0,0,0,0,0,0,10,0,0,0
"Amazona tucumana",262.5,3.5,2,0,0,0,0,0,0,3,0,4,3
"Amazona ventralis",224.725,2.9,5,0,0,0,0,0,0,5,0,5,0
"Amazona versicolor",695.125,2,1,0,0,0,0,0,0,5,0,5,0
"Amazona vinacea",254,2.9,3,0,0,0,0,0,0,4,0,3,3
"Amazona viridigenalis",317.5,3.45,3,0,0,0,0,0,0,3,0,3,4
"Amazona vittata",280.14,2.9,3,0,0,0,0,0,0,3,0,3,4
"Amazona xantholora",216.75,4,3,0,0,0,0,0,0,6,0,3,1
"Amazonetta brasiliensis",449.995,7,5,2,0,0,0,0,0,4,0,0,4
"Amblycercus holosericeus",67.535,2,2,10,0,0,0,0,0,0,0,0,0
"Amblyornis flavifrons",120,NA,1,2,1,0,0,0,0,7,0,0,0
"Amblyornis inornata",125.5,NA,1,4,0,0,0,0,0,6,0,0,0
"Amblyornis macgregoriae",117.985,1,1,2,0,0,0,0,0,6,0,0,2
"Amblyornis subalaris",108.94,NA,2,4,0,0,0,0,0,6,0,0,0
"Amblyospiza albifrons",39.995,2.75,8,4,0,0,0,0,0,3,0,3,0
"Amblyramphus holosericeus",55.28,NA,1,4,0,0,0,0,0,2,0,3,1
"Amblysomus corriae",52.6,1.93,9,10,0,0,0,0,0,0,0,0,0
"Amblysomus hottentotus",62.6,1.895,9,10,0,0,0,0,0,0,0,0,0
"Amblysomus marleyi",52.6,1.93,10,10,0,0,0,0,0,0,0,0,0
"Amblysomus robustus",64.8,1.93,7,10,0,0,0,0,0,0,0,0,0
"Amblysomus septentrionalis",52.6,1.93,9,10,0,0,0,0,0,0,0,0,0
"Ametrida centurio",10.61,0.99,1,0,0,0,0,0,0,10,0,0,0
"Ammodillus imbellis",49.99,NA,1,1,0,0,0,0,0,1,0,2,6
"Ammodorcas clarkei",28049.81,1,NA,0,0,0,0,0,0,0,0,0,10
"Ammodramus aurifrons",17.5375,2.4,3,3,0,0,0,0,0,0,0,7,0
"Ammodramus bairdii",17.975,4.35,NA,5,0,0,0,0,0,0,0,5,0
"Ammodramus caudacutus",18.3325,3.97,NA,8,0,0,0,0,0,0,0,2,0
"Ammodramus henslowii",12.7875,4,NA,7,0,0,0,0,0,0,0,3,0
"Ammodramus humeralis",15.995,2.75,3,2,0,0,0,0,0,0,0,8,0
"Ammodramus leconteii",13.2,4,NA,2,0,0,0,0,0,0,0,8,0
"Ammodramus maritimus",22.705,4,NA,10,0,0,0,0,0,0,0,0,0
"Ammodramus nelsoni",15.9675,3.97,NA,5,0,0,0,0,0,0,0,5,0
"Ammodramus savannarum",17.755,4.445,5,6,0,0,0,0,0,0,0,4,0
"Ammomanes cinctura",17.965,2.8,2,2,0,0,0,0,0,0,0,6,2
"Ammomanes deserti",24.2,3.595,3,5,0,0,0,0,0,0,0,5,0
"Ammomanes grayi",21.41,NA,NA,4,0,0,0,0,0,0,0,5,1
"Ammomanes phoenicura",25.6375,NA,2,5,0,0,0,0,0,0,0,5,0
"Ammoperdix griseogularis",198.105,10,3,1,0,0,0,0,0,2,0,2,5
"Ammoperdix heyi",187.615,8,3,3,0,0,0,0,0,3,0,3,1
"Ammospermophilus harrisii",126,6.49,1,2,0,0,0,0,1,2,0,2,3
"Ammospermophilus interpres",111.365,9.43,3,2,0,0,0,0,1,2,0,2,3
"Ammospermophilus leucurus",103.67,8,3,2,0,0,0,0,1,2,0,2,3
"Ammospermophilus nelsoni",160.4,8.9,2,2,0,0,0,0,1,2,0,2,3
"Ammotragus lervia",92500,1.22,7,0,0,0,0,0,0,0,0,0,10
"Amorphochilus schnablii",3.3,0.9925,2,10,0,0,0,0,0,0,0,0,0
"Ampeliceps coronatus",88.185,NA,2,1,0,0,0,0,0,9,0,0,0
"Ampelioides tschudii",79.425,NA,2,5,0,0,0,0,0,5,0,0,0
"Ampelion rubrocristatus",65.345,NA,4,1,0,0,0,0,0,9,0,0,0
"Ampelion rufaxilla",73.675,NA,1,4,0,0,0,0,0,6,0,0,0
"Amphilais seebohmi",12.25,NA,8,10,0,0,0,0,0,0,0,0,0
"Amphinectomys savamis",130.855,NA,2,2,0,0,0,0,0,1,0,4,3
"Amphispiza belli",16.99,NA,NA,6,0,0,0,0,0,0,0,4,0
"Amphispiza bilineata",13.5,3,2,5,0,0,0,0,0,0,0,5,0
"Amphispiza quinquestriata",20,3.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amytornis ballarae",20.985,2.45,2,4,0,0,0,0,0,3,0,3,0
"Amytornis barbatus",18.295,2.45,2,5,0,0,0,0,0,0,0,5,0
"Amytornis dorotheae",23.235,2.25,3,5,0,0,0,0,0,0,0,5,0
"Amytornis goyderi",16.695,2.45,1,4,0,0,0,0,0,0,0,6,0
"Amytornis housei",28.935,2,2,5,0,0,0,0,0,0,0,5,0
"Amytornis merrotsyi",19.8075,2.45,4,5,0,0,0,0,0,0,0,5,0
"Amytornis purnelli",20.985,2.45,3,4,0,0,0,0,0,3,0,3,0
"Amytornis striatus",19.695,2.45,3,5,0,0,0,0,0,0,0,5,0
"Amytornis textilis",23.04,2,2,4,0,0,0,0,0,3,0,3,0
"Amytornis woodwardi",35.05,2,2,3,0,0,0,0,0,0,0,3,4
"Anabacerthia amaurotis",19.2,NA,2,10,0,0,0,0,0,0,0,0,0
"Anabacerthia striaticollis",24.8,2,1,10,0,0,0,0,0,0,0,0,0
"Anabacerthia variegaticeps",27.8,2,2,10,0,0,0,0,0,0,0,0,0
"Anabazenops dorsalis",35.4,NA,3,10,0,0,0,0,0,0,0,0,0
"Anabazenops fuscus",39,NA,2,10,0,0,0,0,0,0,0,0,0
"Anairetes agilis",10.1,NA,NA,10,0,0,0,0,0,0,0,0,0
"Anairetes agraphia",9.9,NA,NA,10,0,0,0,0,0,0,0,0,0
"Anairetes alpinus",9,NA,1,10,0,0,0,0,0,0,0,0,0
"Anairetes fernandezianus",6.85,NA,3,10,0,0,0,0,0,0,0,0,0
"Anairetes flavirostris",6.1125,2.4,4,9,0,0,0,0,0,0,0,1,0
"Anairetes nigrocristatus",6.525,NA,3,10,0,0,0,0,0,0,0,0,0
"Anairetes parulus",6.2125,2.4,6,10,0,0,0,0,0,0,0,0,0
"Anairetes reguloides",6.05,NA,3,10,0,0,0,0,0,0,0,0,0
"Anaplectes rubriceps",23.085,2.5,3,8,0,0,0,0,0,1,0,1,0
"Anarhynchus frontalis",57.8825,2,3,8,0,0,2,0,0,0,0,0,0
"Anas acuta",908.435,7.7,7,2,0,0,0,1,0,0,0,2,5
